Season;Week;Datum;League Name;Spielort;Team Name;Name;EDV;Match Number;Team Name Opponent;Position;Pins
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Williams;73108;1;Erlangen 53;2;134
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Matthias Kurz;20666;1;Erlangen 53;3;156
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Emil Friedrich;44165;2;München 9;0;166
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Johnson;40298;2;München 9;1;138
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Williams;73108;2;München 9;2;135
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Matthias Kurz;20666;2;München 9;3;115
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Emil Friedrich;44165;3;Bamberg 98;0;164
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Johnson;40298;3;Bamberg 98;1;173
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Williams;73108;3;Bamberg 98;2;136
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Matthias Kurz;20666;3;Bamberg 98;3;122
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Emil Friedrich;44165;4;Straubing 86;0;196
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Johnson;40298;4;Straubing 86;1;136
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Williams;73108;4;Straubing 86;2;170
23/24;2;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Matthias Kurz;20666;4;Straubing 86;3;148
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Henry Hartmann;65129;0;Straubing 86;0;161
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Felix Schmitz;94448;0;Straubing 86;1;143
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Tobias Becker;46991;0;Straubing 86;2;114
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Andrew Meyer;49723;0;Straubing 86;3;158
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Henry Hartmann;65129;1;Bamberg 98;0;167
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Felix Schmitz;94448;1;Bamberg 98;1;122
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Tobias Becker;46991;1;Bamberg 98;2;132
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Andrew Meyer;49723;1;Bamberg 98;3;141
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Henry Hartmann;65129;2;Erlangen 98;0;137
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Felix Schmitz;94448;2;Erlangen 98;1;120
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Tobias Becker;46991;2;Erlangen 98;2;127
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Andrew Meyer;49723;2;Erlangen 98;3;130
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Henry Hartmann;65129;3;Rosenheim 89;0;145
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Felix Schmitz;94448;3;Rosenheim 89;1;138
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Tobias Becker;46991;3;Rosenheim 89;2;122
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Andrew Meyer;49723;3;Rosenheim 89;3;159
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Henry Hartmann;65129;4;Erlangen 53;0;174
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Felix Schmitz;94448;4;Erlangen 53;1;117
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Tobias Becker;46991;4;Erlangen 53;2;123
23/24;2;n/a;BZL 2 Nord;Erlangen;München 9;Andrew Meyer;49723;4;Erlangen 53;3;144
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Mason Hoffmann;65527;0;Erlangen 98;0;146
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Nguyen;64318;0;Erlangen 98;1;170
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Peters;28781;0;Erlangen 98;2;131
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Florian Davis;48591;0;Erlangen 98;3;169
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Mason Hoffmann;65527;1;Straubing 86;0;149
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Nguyen;64318;1;Straubing 86;1;142
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Peters;28781;1;Straubing 86;2;165
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Florian Davis;48591;1;Straubing 86;3;157
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Mason Hoffmann;65527;2;Erlangen 53;0;181
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Nguyen;64318;2;Erlangen 53;1;150
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Peters;28781;2;Erlangen 53;2;159
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Florian Davis;48591;2;Erlangen 53;3;155
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Mason Hoffmann;65527;3;München 9;0;145
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Nguyen;64318;3;München 9;1;142
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Peters;28781;3;München 9;2;164
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Florian Davis;48591;3;München 9;3;180
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Mason Hoffmann;65527;4;Bamberg 98;0;142
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Nguyen;64318;4;Bamberg 98;1;152
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Peters;28781;4;Bamberg 98;2;122
23/24;2;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Florian Davis;48591;4;Bamberg 98;3;189
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Tom Becker;72868;0;München 9;0;206
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Sven Martin;13126;0;München 9;1;132
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Jan Rodriguez;23585;0;München 9;2;138
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Max Kaiser;98904;0;München 9;3;164
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Tom Becker;72868;1;Rosenheim 89;0;204
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Sven Martin;13126;1;Rosenheim 89;1;116
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Jan Rodriguez;23585;1;Rosenheim 89;2;154
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Max Kaiser;98904;1;Rosenheim 89;3;152
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Tom Becker;72868;2;Bamberg 98;0;198
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Sven Martin;13126;2;Bamberg 98;1;126
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Jan Rodriguez;23585;2;Bamberg 98;2;164
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Max Kaiser;98904;2;Bamberg 98;3;153
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Tom Becker;72868;3;Erlangen 53;0;191
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Sven Martin;13126;3;Erlangen 53;1;132
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Jan Rodriguez;23585;3;Erlangen 53;2;144
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Max Kaiser;98904;3;Erlangen 53;3;164
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Tom Becker;72868;4;Erlangen 98;0;171
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Sven Martin;13126;4;Erlangen 98;1;115
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Jan Rodriguez;23585;4;Erlangen 98;2;178
23/24;2;n/a;BZL 2 Nord;Erlangen;Straubing 86;Max Kaiser;98904;4;Erlangen 98;3;130
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Ryan Pohl;39671;0;Erlangen 53;0;137
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Martin Gonzalez;52364;0;Erlangen 53;1;185
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Kevin König;74380;0;Erlangen 53;2;174
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Luca Ali;83517;0;Erlangen 53;3;103
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Ryan Pohl;39671;1;München 9;0;133
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Martin Gonzalez;52364;1;München 9;1;193
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Kevin König;74380;1;München 9;2;191
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Luca Ali;83517;1;München 9;3;135
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Ryan Pohl;39671;2;Straubing 86;0;130
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Martin Gonzalez;52364;2;Straubing 86;1;187
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Kevin König;74380;2;Straubing 86;2;178
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Luca Ali;83517;2;Straubing 86;3;112
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Ryan Pohl;39671;3;Erlangen 98;0;132
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Martin Gonzalez;52364;3;Erlangen 98;1;208
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Kevin König;74380;3;Erlangen 98;2;180
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Luca Ali;83517;3;Erlangen 98;3;134
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Ryan Pohl;39671;4;Rosenheim 89;0;137
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Martin Gonzalez;52364;4;Rosenheim 89;1;188
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Kevin König;74380;4;Rosenheim 89;2;197
23/24;3;n/a;BZL 2 Nord;Erlangen;Bamberg 98;Luca Ali;83517;4;Rosenheim 89;3;93
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Noah Schwarz;17574;0;Bamberg 98;0;125
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Arthur Klein;43132;0;Bamberg 98;1;164
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Michael Davis;40723;0;Bamberg 98;2;124
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Stefan Heil;26299;0;Bamberg 98;3;113
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Noah Schwarz;17574;1;Erlangen 98;0;90
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Arthur Klein;43132;1;Erlangen 98;1;176
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Michael Davis;40723;1;Erlangen 98;2;115
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Stefan Heil;26299;1;Erlangen 98;3;131
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Noah Schwarz;17574;2;Rosenheim 89;0;134
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Arthur Klein;43132;2;Rosenheim 89;1;195
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Michael Davis;40723;2;Rosenheim 89;2;135
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Stefan Heil;26299;2;Rosenheim 89;3;121
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Noah Schwarz;17574;3;Straubing 86;0;121
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Arthur Klein;43132;3;Straubing 86;1;157
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Michael Davis;40723;3;Straubing 86;2;135
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Stefan Heil;26299;3;Straubing 86;3;131
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Noah Schwarz;17574;4;München 9;0;90
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Arthur Klein;43132;4;München 9;1;181
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Michael Davis;40723;4;München 9;2;159
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 53;Stefan Heil;26299;4;München 9;3;122
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Emil Friedrich;44165;0;Rosenheim 89;0;174
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Johnson;40298;0;Rosenheim 89;1;157
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Williams;73108;0;Rosenheim 89;2;171
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Matthias Kurz;20666;0;Rosenheim 89;3;147
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Emil Friedrich;44165;1;Erlangen 53;0;211
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Johnson;40298;1;Erlangen 53;1;149
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Williams;73108;1;Erlangen 53;2;151
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Matthias Kurz;20666;1;Erlangen 53;3;146
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Emil Friedrich;44165;2;München 9;0;166
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Johnson;40298;2;München 9;1;134
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Williams;73108;2;München 9;2;142
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Matthias Kurz;20666;2;München 9;3;135
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Emil Friedrich;44165;3;Bamberg 98;0;188
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Johnson;40298;3;Bamberg 98;1;160
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Williams;73108;3;Bamberg 98;2;150
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Matthias Kurz;20666;3;Bamberg 98;3;129
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Emil Friedrich;44165;4;Straubing 86;0;200
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Johnson;40298;4;Straubing 86;1;149
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Liam Williams;73108;4;Straubing 86;2;135
23/24;3;n/a;BZL 2 Nord;Erlangen;Erlangen 98;Matthias Kurz;20666;4;Straubing 86;3;116
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Henry Hartmann;65129;0;Straubing 86;0;159
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Felix Schmitz;94448;0;Straubing 86;1;119
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Tobias Becker;46991;0;Straubing 86;2;116
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Andrew Meyer;49723;0;Straubing 86;3;132
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Henry Hartmann;65129;1;Bamberg 98;0;149
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Felix Schmitz;94448;1;Bamberg 98;1;118
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Tobias Becker;46991;1;Bamberg 98;2;93
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Andrew Meyer;49723;1;Bamberg 98;3;161
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Henry Hartmann;65129;2;Erlangen 98;0;169
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Felix Schmitz;94448;2;Erlangen 98;1;119
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Tobias Becker;46991;2;Erlangen 98;2;132
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Andrew Meyer;49723;2;Erlangen 98;3;167
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Henry Hartmann;65129;3;Rosenheim 89;0;143
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Felix Schmitz;94448;3;Rosenheim 89;1;160
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Tobias Becker;46991;3;Rosenheim 89;2;120
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Andrew Meyer;49723;3;Rosenheim 89;3;138
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Henry Hartmann;65129;4;Erlangen 53;0;135
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Felix Schmitz;94448;4;Erlangen 53;1;134
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Tobias Becker;46991;4;Erlangen 53;2;122
23/24;3;n/a;BZL 2 Nord;Erlangen;München 9;Andrew Meyer;49723;4;Erlangen 53;3;162
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Mason Hoffmann;65527;0;Erlangen 98;0;141
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Nguyen;64318;0;Erlangen 98;1;173
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Peters;28781;0;Erlangen 98;2;133
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Florian Davis;48591;0;Erlangen 98;3;154
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Mason Hoffmann;65527;1;Straubing 86;0;152
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Nguyen;64318;1;Straubing 86;1;135
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Peters;28781;1;Straubing 86;2;136
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Florian Davis;48591;1;Straubing 86;3;192
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Mason Hoffmann;65527;2;Erlangen 53;0;149
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Nguyen;64318;2;Erlangen 53;1;177
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Peters;28781;2;Erlangen 53;2;159
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Florian Davis;48591;2;Erlangen 53;3;180
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Mason Hoffmann;65527;3;München 9;0;169
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Nguyen;64318;3;München 9;1;147
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Peters;28781;3;München 9;2;159
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Florian Davis;48591;3;München 9;3;155
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Mason Hoffmann;65527;4;Bamberg 98;0;173
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Nguyen;64318;4;Bamberg 98;1;150
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Andreas Peters;28781;4;Bamberg 98;2;143
23/24;3;n/a;BZL 2 Nord;Erlangen;Rosenheim 89;Florian Davis;48591;4;Bamberg 98;3;177
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Tom Becker;72868;0;München 9;0;178
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Sven Martin;13126;0;München 9;1;131
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Jan Rodriguez;23585;0;München 9;2;171
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Max Kaiser;98904;0;München 9;3;163
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Tom Becker;72868;1;Rosenheim 89;0;174
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Sven Martin;13126;1;Rosenheim 89;1;140
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Jan Rodriguez;23585;1;Rosenheim 89;2;178
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Max Kaiser;98904;1;Rosenheim 89;3;147
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Tom Becker;72868;2;Bamberg 98;0;166
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Sven Martin;13126;2;Bamberg 98;1;126
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Jan Rodriguez;23585;2;Bamberg 98;2;173
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Max Kaiser;98904;2;Bamberg 98;3;135
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Tom Becker;72868;3;Erlangen 53;0;190
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Sven Martin;13126;3;Erlangen 53;1;117
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Jan Rodriguez;23585;3;Erlangen 53;2;172
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Max Kaiser;98904;3;Erlangen 53;3;136
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Tom Becker;72868;4;Erlangen 98;0;162
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Sven Martin;13126;4;Erlangen 98;1;152
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Jan Rodriguez;23585;4;Erlangen 98;2;147
23/24;3;n/a;BZL 2 Nord;Erlangen;Straubing 86;Max Kaiser;98904;4;Erlangen 98;3;117
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Ryan Pohl;39671;0;Erlangen 53;0;121
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Martin Gonzalez;52364;0;Erlangen 53;1;205
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Kevin König;74380;0;Erlangen 53;2;205
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Luca Ali;83517;0;Erlangen 53;3;135
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Ryan Pohl;39671;1;München 9;0;145
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Martin Gonzalez;52364;1;München 9;1;175
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Kevin König;74380;1;München 9;2;172
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Luca Ali;83517;1;München 9;3;136
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Ryan Pohl;39671;2;Straubing 86;0;127
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Martin Gonzalez;52364;2;Straubing 86;1;212
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Kevin König;74380;2;Straubing 86;2;191
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Luca Ali;83517;2;Straubing 86;3;110
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Ryan Pohl;39671;3;Erlangen 98;0;160
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Martin Gonzalez;52364;3;Erlangen 98;1;168
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Kevin König;74380;3;Erlangen 98;2;167
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Luca Ali;83517;3;Erlangen 98;3;97
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Ryan Pohl;39671;4;Rosenheim 89;0;142
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Martin Gonzalez;52364;4;Rosenheim 89;1;210
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Kevin König;74380;4;Rosenheim 89;2;166
23/24;4;n/a;BZL 2 Nord;Bamberg;Bamberg 98;Luca Ali;83517;4;Rosenheim 89;3;119
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Noah Schwarz;17574;0;Bamberg 98;0;107
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Arthur Klein;43132;0;Bamberg 98;1;188
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Michael Davis;40723;0;Bamberg 98;2;120
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Stefan Heil;26299;0;Bamberg 98;3;119
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Noah Schwarz;17574;1;Erlangen 98;0;123
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Arthur Klein;43132;1;Erlangen 98;1;181
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Michael Davis;40723;1;Erlangen 98;2;131
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Stefan Heil;26299;1;Erlangen 98;3;113
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Noah Schwarz;17574;2;Rosenheim 89;0;107
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Arthur Klein;43132;2;Rosenheim 89;1;167
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Michael Davis;40723;2;Rosenheim 89;2;150
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Stefan Heil;26299;2;Rosenheim 89;3;120
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Noah Schwarz;17574;3;Straubing 86;0;93
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Arthur Klein;43132;3;Straubing 86;1;153
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Michael Davis;40723;3;Straubing 86;2;130
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Stefan Heil;26299;3;Straubing 86;3;144
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Noah Schwarz;17574;4;München 9;0;94
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Arthur Klein;43132;4;München 9;1;192
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Michael Davis;40723;4;München 9;2;127
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 53;Stefan Heil;26299;4;München 9;3;100
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 98;Emil Friedrich;44165;0;Rosenheim 89;0;204
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 98;Liam Johnson;40298;0;Rosenheim 89;1;171
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 98;Liam Williams;73108;0;Rosenheim 89;2;142
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 98;Matthias Kurz;20666;0;Rosenheim 89;3;144
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 98;Emil Friedrich;44165;1;Erlangen 53;0;203
23/24;4;n/a;BZL 2 Nord;Bamberg;Erlangen 98;Liam Johnson;40298;1;Erlangen 53;1;149
